txn_id,customer_id,date,txn_type,amount_inr,country,country_risk,customer_segment,industry,velocity_24h,is_round_number,shell_company_flag,pep_flag,sanctions_flag,multi_account_flag,risk_score,sar_label
TXN000474,CUST1014,2024-10-19,Cash Deposit,146443.36,Myanmar,High,HNI,IT Services,11,0,1,0,1,0,100,1
TXN000475,CUST1004,2024-03-29,RTGS,4125.33,Singapore,Low,HNI,Real Estate,1,0,0,0,0,0,20,0
TXN000476,CUST1311,2024-11-25,RTGS,20625.32,UK,Low,SME,Healthcare,4,0,0,0,0,0,15,0
TXN000477,CUST1436,2024-04-21,Cash Withdrawal,1633.65,Germany,Low,SME,Hospitality,3,0,0,0,0,0,0,0
TXN000478,CUST1422,2024-01-04,Wire Transfer,6544.83,Singapore,Low,HNI,Finance,3,0,0,0,0,0,20,0
TXN000479,CUST1304,2024-02-25,RTGS,9705.46,Germany,Low,SME,Import/Export,1,0,0,0,0,0,20,0
TXN000480,CUST1141,2024-05-13,Cash Withdrawal,17529.81,Australia,Low,SME,Retail Trade,3,0,0,0,0,0,15,0
TXN000481,CUST1264,2024-11-03,Crypto Exchange,23562.75,Germany,Low,Corporate,IT Services,3,0,0,0,0,0,15,0
TXN000482,CUST1369,2024-05-31,SWIFT,1499.72,UK,Low,Retail,Healthcare,4,0,0,0,0,0,0,0
TXN000483,CUST1377,2024-10-19,RTGS,811.45,Japan,Low,Retail,Finance,2,0,0,0,0,0,0,0
TXN000484,CUST1365,2024-11-22,NEFT,55078.53,Japan,Low,Corporate,Healthcare,4,0,0,0,0,0,15,0
TXN000485,CUST1343,2024-03-28,Cash Withdrawal,13339.32,Japan,Low,SME,Finance,5,0,0,0,0,0,30,0
TXN000486,CUST1049,2024-05-12,RTGS,2636.67,Australia,Low,HNI,Real Estate,5,0,0,0,0,0,15,0
TXN000487,CUST1093,2024-04-23,Wire Transfer,83010.96,UK,Low,SME,Healthcare,2,0,0,0,0,0,15,0
TXN000488,CUST1157,2024-07-09,Cash Withdrawal,9638.41,UK,Low,HNI,Retail Trade,5,0,0,0,0,0,35,0
TXN000489,CUST1435,2024-11-20,Wire Transfer,47521.89,Singapore,Low,Retail,Hospitality,5,0,0,0,0,0,30,0
TXN000490,CUST1036,2024-03-02,NEFT,8966.74,Japan,Low,HNI,Real Estate,4,0,0,0,0,0,20,0
TXN000491,CUST1211,2024-03-18,Crypto Exchange,178282.01,USA,Low,Retail,Retail Trade,2,0,0,0,0,0,15,0
TXN000492,CUST1291,2024-04-02,Cash Withdrawal,112759.36,Japan,Low,HNI,Real Estate,1,0,0,0,0,0,15,0
TXN000493,CUST1323,2024-01-30,RTGS,5577.82,India,Low,Corporate,Import/Export,4,0,0,0,0,0,20,0
TXN000494,CUST1389,2024-03-22,Crypto Exchange,34799.43,Germany,Low,Corporate,Finance,1,0,0,0,0,0,15,0
TXN000495,CUST1222,2024-09-01,SWIFT,4707.45,North Korea,High,HNI,Hospitality,5,0,0,0,0,1,85,1
TXN000496,CUST1375,2024-06-25,RTGS,5064.79,North Korea,High,Corporate,Real Estate,10,0,1,1,0,0,100,1
TXN000497,CUST1268,2024-03-09,RTGS,21334.14,UK,Low,SME,Hospitality,4,0,0,0,0,0,15,0
TXN000498,CUST1096,2024-01-10,SWIFT,63129.75,USA,Low,Corporate,Retail Trade,2,0,0,0,0,0,15,0
TXN000499,CUST1067,2024-10-28,Wire Transfer,1905.72,Singapore,Low,Corporate,Healthcare,2,0,0,0,0,0,0,0
TXN000500,CUST1364,2024-05-10,RTGS,330410.65,India,Low,Retail,Hospitality,8,0,0,1,0,0,50,1
TXN000501,CUST1280,2024-03-19,RTGS,22676.34,USA,Low,SME,Hospitality,1,0,0,0,0,0,15,0
TXN000502,CUST1338,2024-05-18,NEFT,39641.69,Singapore,Low,Retail,Healthcare,5,0,0,0,0,0,30,0
TXN000503,CUST1214,2024-11-12,RTGS,579.34,India,Low,Retail,Finance,3,0,0,0,0,0,0,0
TXN000504,CUST1054,2024-04-12,NEFT,424174.47,UK,Low,HNI,Real Estate,18,0,1,1,0,1,85,1
TXN000505,CUST1169,2024-12-09,Wire Transfer,1373.49,India,Low,Corporate,IT Services,1,0,0,0,0,0,0,0
TXN000506,CUST1342,2024-09-18,Wire Transfer,380.37,India,Low,HNI,Real Estate,1,0,0,0,0,0,0,0
TXN000507,CUST1329,2024-05-15,Cash Withdrawal,5409.38,Germany,Low,Corporate,Hospitality,1,0,0,0,0,0,20,0
TXN000508,CUST1089,2024-07-03,Cash Withdrawal,190718.2,India,Low,Retail,Retail Trade,6,0,1,1,0,1,85,1
TXN000509,CUST1489,2024-07-09,Wire Transfer,23773.18,Japan,Low,SME,Healthcare,3,0,0,0,0,0,15,0
TXN000510,CUST1205,2024-07-16,Cash Withdrawal,77152.22,Australia,Low,HNI,Hospitality,4,0,0,0,0,0,15,0
TXN000511,CUST1332,2024-12-22,Cash Deposit,9055.63,Australia,Low,Corporate,IT Services,1,0,0,0,0,0,20,0
TXN000512,CUST1432,2024-10-29,SWIFT,93239.18,Germany,Low,Corporate,IT Services,5,0,0,0,0,0,30,0
TXN000513,CUST1092,2024-11-09,Cash Withdrawal,1022.34,India,Low,HNI,Retail Trade,2,0,0,0,0,0,0,0
TXN000514,CUST1249,2024-01-24,SWIFT,629.5,India,Low,Retail,Hospitality,3,0,0,0,0,0,0,0
TXN000515,CUST1006,2024-06-22,Crypto Exchange,7455.28,Singapore,Low,Corporate,Healthcare,5,0,0,0,0,0,35,0
TXN000516,CUST1316,2024-05-07,RTGS,14416.06,Germany,Low,Retail,Hospitality,3,0,0,0,0,0,15,0
TXN000517,CUST1328,2024-10-12,Crypto Exchange,7715.28,Singapore,Low,HNI,Real Estate,1,0,0,0,0,0,20,0
TXN000518,CUST1478,2024-08-28,Crypto Exchange,441237.04,Syria,High,Corporate,Finance,15,0,1,0,1,1,100,1
TXN000519,CUST1206,2024-08-15,SWIFT,364.61,Japan,Low,Corporate,IT Services,5,0,0,0,0,0,15,0
TXN000520,CUST1438,2024-03-01,Cash Withdrawal,7089.14,Germany,Low,HNI,Hospitality,1,0,0,0,0,0,20,0
TXN000521,CUST1211,2024-01-01,NEFT,406302.48,Australia,Low,Retail,Finance,14,0,0,0,0,0,30,1
TXN000522,CUST1422,2024-08-20,Cash Deposit,1145.16,UK,Low,Retail,Retail Trade,5,0,0,0,0,0,15,0
TXN000523,CUST1307,2024-07-05,RTGS,22126.0,Australia,Low,HNI,Healthcare,4,0,0,0,0,0,15,0
TXN000524,CUST1388,2024-06-30,Cash Withdrawal,483995.16,Yemen,High,Corporate,IT Services,16,0,0,1,1,1,100,1
TXN000525,CUST1369,2024-11-08,Cash Withdrawal,14043.25,USA,Low,HNI,IT Services,2,0,0,0,0,0,15,0
TXN000526,CUST1436,2024-04-07,SWIFT,98494.59,Somalia,High,HNI,Real Estate,8,0,0,0,0,0,65,1
TXN000527,CUST1255,2024-01-25,RTGS,244764.67,Singapore,Low,Retail,Finance,10,0,0,1,0,1,65,1
TXN000528,CUST1310,2024-08-02,SWIFT,1978.67,Singapore,Low,SME,Finance,2,0,0,0,0,0,0,0
TXN000529,CUST1493,2024-03-09,SWIFT,3748.83,USA,Low,SME,Import/Export,4,0,0,0,0,0,0,0
TXN000530,CUST1453,2024-10-07,RTGS,1654.38,Japan,Low,SME,Retail Trade,3,0,0,0,0,0,0,0
TXN000531,CUST1478,2024-11-15,Cash Deposit,7375.96,Australia,Low,Corporate,Real Estate,3,0,0,0,0,0,20,0
TXN000532,CUST1471,2024-04-01,RTGS,33952.35,Singapore,Low,Corporate,Healthcare,5,0,0,0,0,0,30,0
TXN000533,CUST1165,2024-10-14,Cash Withdrawal,1847.17,Germany,Low,Retail,Retail Trade,5,0,0,0,0,0,15,0
TXN000534,CUST1341,2024-09-30,RTGS,17258.67,UK,Low,HNI,Healthcare,4,0,0,0,0,0,15,0
TXN000535,CUST1267,2024-03-15,SWIFT,3657.79,India,Low,Retail,IT Services,1,0,0,0,0,0,0,0
TXN000536,CUST1384,2024-05-08,RTGS,2466.83,USA,Low,Corporate,Import/Export,1,0,0,0,0,0,0,0
TXN000537,CUST1151,2024-01-17,NEFT,6901.23,UK,Low,Corporate,Retail Trade,4,0,0,0,0,0,20,0
TXN000538,CUST1444,2024-10-14,RTGS,7309.56,Australia,Low,Corporate,Healthcare,14,0,0,1,0,0,55,1
TXN000539,CUST1350,2024-01-07,Wire Transfer,1714.95,Australia,Low,SME,Finance,3,0,0,0,0,0,0,0
TXN000540,CUST1444,2024-11-20,Cash Deposit,3531.67,Australia,Low,HNI,Retail Trade,3,0,0,0,0,0,0,0
TXN000541,CUST1279,2024-04-09,RTGS,1343.7,UK,Low,Corporate,Retail Trade,4,0,0,0,0,0,0,0
TXN000542,CUST1349,2024-09-20,Cash Deposit,4723.45,North Korea,High,Retail,Real Estate,9,0,1,0,1,0,100,1
TXN000543,CUST1020,2024-01-27,NEFT,154366.93,Japan,Low,Corporate,Import/Export,5,0,0,0,0,0,30,0
TXN000544,CUST1154,2024-10-08,NEFT,8543.24,UK,Low,HNI,Retail Trade,1,0,0,0,0,0,20,0
TXN000545,CUST1162,2024-02-04,NEFT,2836.74,Japan,Low,Corporate,Real Estate,5,0,0,0,0,0,15,0
TXN000546,CUST1278,2024-04-23,Cash Withdrawal,348500.51,North Korea,High,HNI,IT Services,11,0,0,0,0,0,65,1
TXN000547,CUST1332,2024-06-26,RTGS,11169.81,Germany,Low,Retail,IT Services,2,0,0,0,0,0,15,0
TXN000548,CUST1314,2024-06-13,RTGS,6846.6,Germany,Low,Corporate,IT Services,1,0,0,0,0,0,20,0
TXN000549,CUST1276,2024-07-10,NEFT,5817.03,Singapore,Low,SME,IT Services,5,0,0,0,0,0,35,0
TXN000550,CUST1022,2024-06-13,Cash Deposit,20358.42,Singapore,Low,SME,Healthcare,1,0,0,0,0,0,15,0
TXN000551,CUST1085,2024-04-17,Wire Transfer,25241.92,Australia,Low,Retail,Healthcare,2,0,0,0,0,0,15,0
TXN000552,CUST1217,2024-12-25,NEFT,3656.45,Australia,Low,Retail,Real Estate,4,0,0,0,0,0,0,0
TXN000553,CUST1481,2024-03-19,RTGS,3416.16,India,Low,Retail,Healthcare,4,0,0,0,0,0,0,0
TXN000554,CUST1019,2024-04-01,Wire Transfer,5363.77,Japan,Low,Retail,IT Services,3,0,0,0,0,0,20,0
TXN000555,CUST1294,2024-07-17,SWIFT,256.5,Germany,Low,Corporate,Import/Export,4,0,0,0,0,0,0,0
TXN000556,CUST1008,2024-09-30,Wire Transfer,834.82,India,Low,HNI,Healthcare,5,0,0,0,0,0,15,0
TXN000557,CUST1381,2024-02-07,Crypto Exchange,7265.1,Somalia,High,Retail,Healthcare,14,0,0,0,0,0,70,1
TXN000558,CUST1015,2024-04-22,NEFT,62963.56,USA,Low,HNI,Real Estate,4,0,0,0,0,0,15,0
TXN000559,CUST1434,2024-06-01,Cash Deposit,95554.45,Australia,Low,SME,Healthcare,3,0,0,0,0,0,15,0
TXN000560,CUST1005,2024-01-03,Wire Transfer,5577.22,Singapore,Low,Corporate,IT Services,5,0,0,0,0,0,35,0
TXN000561,CUST1280,2024-06-25,Cash Deposit,19241.71,USA,Low,Retail,Import/Export,4,0,0,0,0,0,15,0
TXN000562,CUST1435,2024-04-23,Cash Deposit,12924.44,Singapore,Low,Corporate,Real Estate,3,0,0,0,0,0,15,0
TXN000563,CUST1092,2024-10-08,Crypto Exchange,200000.0,Germany,Low,Retail,Retail Trade,5,1,0,0,0,0,35,0
TXN000564,CUST1343,2024-04-11,Wire Transfer,269235.68,Myanmar,High,Retail,Import/Export,12,0,1,0,0,1,100,1
TXN000565,CUST1315,2024-03-19,NEFT,43449.84,Singapore,Low,SME,Healthcare,5,0,0,0,0,0,30,0
TXN000566,CUST1161,2024-06-09,Wire Transfer,6688.36,USA,Low,HNI,Real Estate,2,0,0,0,0,0,20,0
TXN000567,CUST1328,2024-07-03,Crypto Exchange,1932.73,USA,Low,HNI,Import/Export,3,0,0,0,0,0,0,0
TXN000568,CUST1236,2024-06-05,Crypto Exchange,728.02,Germany,Low,HNI,Import/Export,5,0,0,0,0,0,15,0
TXN000569,CUST1330,2024-03-12,Cash Withdrawal,138394.37,Australia,Low,Retail,Retail Trade,7,0,0,0,0,0,30,1
TXN000570,CUST1296,2024-04-18,NEFT,10995.0,India,Low,HNI,Retail Trade,5,0,0,0,0,0,30,0
TXN000571,CUST1457,2024-03-17,Crypto Exchange,2605.74,UK,Low,HNI,Healthcare,4,0,0,0,0,0,0,0
TXN000572,CUST1395,2024-09-13,SWIFT,959.7,Singapore,Low,SME,Real Estate,1,0,0,0,0,0,0,0
TXN000573,CUST1257,2024-11-10,Cash Deposit,3072.17,Australia,Low,Retail,Healthcare,2,0,0,0,0,0,0,0
TXN000574,CUST1071,2024-10-16,Cash Deposit,1599.87,Singapore,Low,HNI,Real Estate,2,0,0,0,0,0,0,0
TXN000575,CUST1247,2024-09-06,Cash Deposit,101794.61,USA,Low,SME,IT Services,1,0,0,0,0,0,15,0
TXN000576,CUST1119,2024-09-22,Cash Deposit,30407.96,Japan,Low,Retail,Healthcare,3,0,0,0,0,0,15,0
TXN000577,CUST1469,2024-11-28,Wire Transfer,8006.76,UK,Low,HNI,IT Services,1,0,0,0,0,0,20,0
TXN000578,CUST1266,2024-05-14,RTGS,74601.52,Singapore,Low,SME,Retail Trade,5,0,0,0,0,0,30,0
TXN000579,CUST1192,2024-11-30,NEFT,9100.21,Japan,Low,HNI,Import/Export,1,0,0,0,0,0,20,0
TXN000580,CUST1192,2024-06-29,SWIFT,2226.25,Japan,Low,Corporate,Finance,3,0,0,0,0,0,0,0
TXN000581,CUST1246,2024-08-13,Cash Deposit,79593.37,USA,Low,Retail,Finance,2,0,0,0,0,0,15,0
TXN000582,CUST1329,2024-04-05,Cash Deposit,7810.51,Australia,Low,SME,Real Estate,12,0,0,0,1,0,60,1
TXN000583,CUST1302,2024-07-29,Crypto Exchange,18185.23,India,Low,Corporate,Healthcare,2,0,0,0,0,0,15,0
TXN000584,CUST1293,2024-09-19,RTGS,7646.91,North Korea,High,Corporate,Real Estate,10,0,0,0,0,0,70,1
TXN000585,CUST1372,2024-08-17,Cash Deposit,1709.8,Singapore,Low,SME,IT Services,4,0,0,0,0,0,0,0
TXN000586,CUST1087,2024-11-03,SWIFT,6090.54,USA,Low,Corporate,Retail Trade,5,0,0,0,0,0,35,0
TXN000587,CUST1093,2024-12-17,RTGS,2178.89,UK,Low,SME,Real Estate,4,0,0,0,0,0,0,0
TXN000588,CUST1035,2024-03-08,SWIFT,1018.21,India,Low,Corporate,Hospitality,1,0,0,0,0,0,0,0
TXN000589,CUST1440,2024-11-06,Cash Deposit,32508.81,India,Low,HNI,Retail Trade,2,0,0,0,0,0,15,0
TXN000590,CUST1314,2024-09-14,NEFT,142077.07,Japan,Low,Retail,Retail Trade,1,0,0,0,0,0,15,0
TXN000591,CUST1337,2024-01-01,NEFT,398691.69,Singapore,Low,Corporate,Finance,18,0,1,1,0,1,85,1
TXN000592,CUST1404,2024-12-22,NEFT,994.41,Singapore,Low,HNI,Import/Export,1,0,0,0,0,0,0,0
TXN000593,CUST1130,2024-02-12,Cash Deposit,18853.5,UK,Low,HNI,Retail Trade,5,0,0,0,0,0,30,0
TXN000594,CUST1209,2024-12-29,Wire Transfer,3053.48,Australia,Low,SME,Real Estate,1,0,0,0,0,0,0,0
TXN000595,CUST1060,2024-04-15,RTGS,3902.26,Australia,Low,Retail,Hospitality,3,0,0,0,0,0,0,0
TXN000596,CUST1054,2024-10-26,RTGS,3332.27,UK,Low,Corporate,Hospitality,3,0,0,0,0,0,0,0
TXN000597,CUST1216,2024-12-14,Cash Withdrawal,2217.23,Germany,Low,SME,Finance,2,0,0,0,0,0,0,0
TXN000598,CUST1401,2024-10-13,Cash Withdrawal,8714.84,Singapore,Low,HNI,Real Estate,4,0,0,0,0,0,20,0
TXN000599,CUST1157,2024-07-22,RTGS,2329.89,Australia,Low,SME,Retail Trade,2,0,0,0,0,0,0,0
TXN000600,CUST1337,2024-08-16,Cash Deposit,12157.3,Japan,Low,Retail,Healthcare,2,0,0,0,0,0,15,0
TXN000601,CUST1260,2024-10-08,Cash Withdrawal,358054.0,Syria,High,HNI,Retail Trade,5,0,0,0,0,0,65,1
TXN000602,CUST1134,2024-11-07,Wire Transfer,6613.41,Singapore,Low,Corporate,Import/Export,14,0,0,0,0,0,35,1
TXN000603,CUST1224,2024-12-02,Crypto Exchange,7514.9,Japan,Low,Retail,Real Estate,5,0,0,0,0,0,35,0
TXN000604,CUST1017,2024-12-11,Cash Deposit,5662.26,India,Low,Corporate,Finance,3,0,0,0,0,0,20,0
TXN000605,CUST1000,2024-07-23,Cash Withdrawal,2076.95,UK,Low,Corporate,IT Services,4,0,0,0,0,0,0,0
TXN000606,CUST1102,2024-02-05,RTGS,3411.28,India,Low,Retail,Healthcare,5,0,0,0,0,0,15,0
TXN000607,CUST1424,2024-05-21,Crypto Exchange,25161.92,USA,Low,SME,Import/Export,5,0,0,0,0,0,30,0
TXN000608,CUST1232,2024-05-13,Wire Transfer,17177.85,USA,Low,HNI,Finance,4,0,0,0,0,0,15,0
TXN000609,CUST1286,2024-06-23,Cash Withdrawal,1869.95,India,Low,Retail,Finance,5,0,0,0,0,0,15,0
TXN000610,CUST1448,2024-07-12,SWIFT,9405.02,Singapore,Low,SME,Healthcare,4,0,0,0,0,0,20,0
TXN000611,CUST1387,2024-12-14,SWIFT,25011.24,Germany,Low,SME,Retail Trade,5,0,0,0,0,0,30,0
TXN000612,CUST1246,2024-07-14,Wire Transfer,662.41,Australia,Low,Retail,Import/Export,2,0,0,0,0,0,0,0
TXN000613,CUST1117,2024-09-21,Cash Withdrawal,18307.03,Singapore,Low,SME,Hospitality,1,0,0,0,0,0,15,0
TXN000614,CUST1134,2024-07-23,Wire Transfer,2999.09,Australia,Low,Corporate,Import/Export,3,0,0,0,0,0,0,0
TXN000615,CUST1476,2024-06-30,Cash Withdrawal,7654.85,Somalia,High,Corporate,Hospitality,11,0,0,1,0,0,90,1
TXN000616,CUST1103,2024-07-01,NEFT,19070.5,USA,Low,Corporate,Retail Trade,1,0,0,0,0,0,15,0
TXN000617,CUST1040,2024-10-04,Wire Transfer,431604.77,North Korea,High,HNI,Finance,20,0,0,0,0,1,80,1
TXN000618,CUST1391,2024-10-22,Cash Deposit,2578.88,USA,Low,SME,Hospitality,1,0,0,0,0,0,0,0
TXN000619,CUST1216,2024-09-14,Wire Transfer,540.6,UK,Low,HNI,Finance,4,0,0,0,0,0,0,0
TXN000620,CUST1397,2024-12-23,Wire Transfer,705.34,Singapore,Low,Corporate,Hospitality,4,0,0,0,0,0,0,0
TXN000621,CUST1004,2024-07-13,Cash Deposit,8709.13,Singapore,Low,Retail,Healthcare,1,0,0,0,0,0,20,0
TXN000622,CUST1313,2024-05-14,NEFT,11963.12,USA,Low,SME,Real Estate,3,0,0,0,0,0,15,0
TXN000623,CUST1313,2024-09-12,Cash Deposit,2087.09,Germany,Low,SME,Import/Export,2,0,0,0,0,0,0,0
TXN000624,CUST1385,2024-07-24,Crypto Exchange,21118.16,UK,Low,SME,Import/Export,4,0,0,0,0,0,15,0
TXN000625,CUST1067,2024-05-18,Wire Transfer,299903.02,USA,Low,Corporate,Retail Trade,9,0,0,0,0,1,45,1
TXN000626,CUST1068,2024-06-02,SWIFT,670.3,UK,Low,SME,Retail Trade,5,0,0,0,0,0,15,0
TXN000627,CUST1024,2024-03-24,RTGS,7338.43,India,Low,HNI,IT Services,2,0,0,0,0,0,20,0
TXN000628,CUST1243,2024-06-20,RTGS,1317.48,UK,Low,Retail,Hospitality,3,0,0,0,0,0,0,0
TXN000629,CUST1285,2024-07-29,Wire Transfer,3048.02,India,Low,SME,Import/Export,3,0,0,0,0,0,0,0
TXN000630,CUST1493,2024-11-28,NEFT,8700.17,Australia,Low,Corporate,Finance,5,0,0,0,0,0,35,0
TXN000631,CUST1399,2024-12-10,Cash Withdrawal,398634.97,Iran,High,SME,Import/Export,17,0,0,0,0,0,65,1
TXN000632,CUST1475,2024-11-09,RTGS,2229.16,Singapore,Low,SME,Hospitality,4,0,0,0,0,0,0,0
TXN000633,CUST1036,2024-04-26,Cash Withdrawal,4551.29,UK,Low,Retail,Real Estate,3,0,0,0,0,0,20,0
TXN000634,CUST1363,2024-07-21,RTGS,36659.92,UK,Low,SME,Finance,4,0,0,0,0,0,15,0
TXN000635,CUST1480,2024-09-23,NEFT,3410.66,Germany,Low,SME,Healthcare,4,0,0,0,0,0,0,0
TXN000636,CUST1437,2024-04-30,RTGS,473196.8,India,Low,Retail,Real Estate,11,0,1,1,1,0,95,1
TXN000637,CUST1013,2024-02-12,Crypto Exchange,28382.79,India,Low,HNI,Finance,3,0,0,0,0,0,15,0
TXN000638,CUST1043,2024-05-06,Cash Deposit,1488.37,Australia,Low,HNI,Import/Export,3,0,0,0,0,0,0,0
TXN000639,CUST1064,2024-03-28,Crypto Exchange,17938.53,India,Low,Corporate,Finance,1,0,0,0,0,0,15,0
TXN000640,CUST1440,2024-08-27,SWIFT,70428.47,Japan,Low,SME,Retail Trade,5,0,0,0,0,0,30,0
TXN000641,CUST1280,2024-10-03,RTGS,198.85,USA,Low,HNI,Real Estate,5,0,0,0,0,0,15,0
TXN000642,CUST1323,2024-11-23,RTGS,2451.99,Singapore,Low,HNI,Finance,3,0,0,0,0,0,0,0
TXN000643,CUST1246,2024-08-14,Wire Transfer,19256.58,UK,Low,Corporate,Retail Trade,3,0,0,0,0,0,15,0
TXN000644,CUST1079,2024-09-24,Wire Transfer,5975.55,Japan,Low,SME,IT Services,2,0,0,0,0,0,20,0
TXN000645,CUST1240,2024-09-01,SWIFT,14139.38,UK,Low,Retail,Healthcare,1,0,0,0,0,0,15,0
TXN000646,CUST1408,2024-01-04,Cash Deposit,3274.83,Singapore,Low,SME,Finance,3,0,0,0,0,0,0,0
TXN000647,CUST1451,2024-03-24,Cash Deposit,9226.96,Australia,Low,HNI,Hospitality,4,0,0,0,0,0,20,0
TXN000648,CUST1112,2024-11-16,SWIFT,6415.58,USA,Low,SME,IT Services,5,0,0,0,0,0,35,0
TXN000649,CUST1465,2024-09-29,RTGS,46708.11,Japan,Low,SME,Import/Export,3,0,0,0,0,0,15,0
TXN000650,CUST1436,2024-05-28,Cash Deposit,11868.36,India,Low,Retail,Real Estate,4,0,0,0,0,0,15,0
TXN000651,CUST1139,2024-01-10,Cash Withdrawal,13445.56,USA,Low,HNI,Real Estate,1,0,0,0,0,0,15,0
TXN000652,CUST1011,2024-05-17,Cash Withdrawal,4368.54,USA,Low,Corporate,IT Services,4,0,0,0,0,0,20,0
TXN000653,CUST1119,2024-09-09,Wire Transfer,3899.45,USA,Low,Retail,Real Estate,3,0,0,0,0,0,0,0
TXN000654,CUST1402,2024-12-22,SWIFT,4235.1,Japan,Low,HNI,Import/Export,1,0,0,0,0,0,20,0
TXN000655,CUST1431,2024-07-19,Cash Withdrawal,14642.42,India,Low,Corporate,IT Services,5,0,0,0,0,0,30,0
TXN000656,CUST1098,2024-01-07,SWIFT,4309.27,India,Low,SME,Retail Trade,2,0,0,0,0,0,20,0
TXN000657,CUST1499,2024-01-18,RTGS,12514.74,USA,Low,HNI,Real Estate,4,0,0,0,0,0,15,0
TXN000658,CUST1048,2024-12-14,SWIFT,182243.9,UK,Low,Corporate,Hospitality,3,0,0,0,0,0,15,0
TXN000659,CUST1372,2024-09-23,NEFT,7146.28,North Korea,High,Retail,Healthcare,6,0,0,1,1,0,100,1
TXN000660,CUST1085,2024-07-21,Wire Transfer,29932.11,Japan,Low,SME,Finance,2,0,0,0,0,0,15,0
TXN000661,CUST1021,2024-03-20,NEFT,4992.05,Iran,High,HNI,Healthcare,15,0,0,0,0,1,85,1
TXN000662,CUST1359,2024-04-29,SWIFT,4968.95,UK,Low,Retail,Real Estate,5,0,0,0,0,0,35,0
TXN000663,CUST1387,2024-04-08,SWIFT,49110.14,India,Low,SME,Retail Trade,4,0,0,0,0,0,15,0
TXN000664,CUST1068,2024-12-27,SWIFT,4393.52,Germany,Low,SME,IT Services,5,0,0,0,0,0,35,0
TXN000665,CUST1356,2024-04-05,NEFT,381.01,Singapore,Low,HNI,Real Estate,3,0,0,0,0,0,0,0
TXN000666,CUST1239,2024-11-02,Crypto Exchange,1786.24,Japan,Low,SME,Retail Trade,5,0,0,0,0,0,15,0
TXN000667,CUST1271,2024-05-14,Cash Withdrawal,254335.54,Singapore,Low,Corporate,Hospitality,17,0,0,0,0,0,30,1
TXN000668,CUST1164,2024-07-17,NEFT,489.71,USA,Low,Retail,Healthcare,5,0,0,0,0,0,15,0
TXN000669,CUST1392,2024-06-14,Cash Withdrawal,4782.55,Germany,Low,Corporate,Finance,3,0,0,0,0,0,20,0
TXN000670,CUST1267,2024-03-07,Crypto Exchange,4671.97,Myanmar,High,Retail,IT Services,8,0,1,0,0,0,90,1
TXN000671,CUST1302,2024-04-23,Cash Withdrawal,8330.07,Singapore,Low,SME,IT Services,1,0,0,0,0,0,20,0
TXN000672,CUST1471,2024-02-10,SWIFT,337512.52,Somalia,High,Corporate,Healthcare,18,0,0,0,1,0,90,1
TXN000673,CUST1375,2024-02-09,Cash Withdrawal,100173.2,USA,Low,Retail,Retail Trade,5,0,0,0,0,0,30,0
TXN000674,CUST1371,2024-04-07,SWIFT,8112.16,USA,Low,Corporate,Finance,18,0,0,0,0,0,35,1
TXN000675,CUST1218,2024-04-02,Crypto Exchange,13231.97,Singapore,Low,Retail,Real Estate,4,0,0,0,0,0,15,0
TXN000676,CUST1336,2024-08-14,NEFT,5833.36,UK,Low,Corporate,Finance,3,0,0,0,0,0,20,0
TXN000677,CUST1166,2024-11-20,Crypto Exchange,28116.4,Germany,Low,SME,Hospitality,3,0,0,0,0,0,15,0
TXN000678,CUST1288,2024-10-08,Crypto Exchange,293.92,Australia,Low,Corporate,Hospitality,3,0,0,0,0,0,0,0
TXN000679,CUST1231,2024-01-18,Wire Transfer,11538.24,UK,Low,HNI,Hospitality,5,0,0,0,0,0,30,0
TXN000680,CUST1069,2024-04-23,Cash Withdrawal,6231.66,Australia,Low,SME,IT Services,13,0,0,0,0,0,35,1
TXN000681,CUST1235,2024-05-15,Cash Deposit,7701.27,North Korea,High,SME,Real Estate,7,0,0,0,0,1,85,1
TXN000682,CUST1247,2024-12-19,Crypto Exchange,25752.78,Australia,Low,Corporate,Hospitality,5,0,0,0,0,0,30,0
TXN000683,CUST1048,2024-10-22,RTGS,881.94,Germany,Low,SME,IT Services,1,0,0,0,0,0,0,0
TXN000684,CUST1471,2024-08-10,Crypto Exchange,45054.63,Germany,Low,SME,Import/Export,1,0,0,0,0,0,15,0
TXN000685,CUST1116,2024-11-19,Crypto Exchange,13463.59,Germany,Low,Retail,Healthcare,1,0,0,0,0,0,15,0
TXN000686,CUST1021,2024-03-17,NEFT,4346.25,UK,Low,SME,Finance,5,0,0,0,0,0,35,0
TXN000687,CUST1078,2024-07-20,RTGS,20934.9,Germany,Low,Retail,Healthcare,5,0,0,0,0,0,30,0
TXN000688,CUST1046,2024-07-20,Cash Withdrawal,200000.0,USA,Low,Corporate,Hospitality,2,1,0,0,0,0,20,0
TXN000689,CUST1243,2024-05-14,SWIFT,10644.51,India,Low,Retail,Finance,4,0,0,0,0,0,15,0
TXN000690,CUST1396,2024-09-03,Cash Deposit,11758.49,Singapore,Low,Corporate,Retail Trade,2,0,0,0,0,0,15,0
TXN000691,CUST1333,2024-09-25,NEFT,4068.21,USA,Low,Corporate,Finance,2,0,0,0,0,0,20,0
TXN000692,CUST1397,2024-10-21,RTGS,8193.94,North Korea,High,HNI,Import/Export,11,0,1,0,1,1,100,1
