txn_id,customer_id,date,txn_type,amount_inr,country,country_risk,customer_segment,industry,velocity_24h,is_round_number,shell_company_flag,pep_flag,sanctions_flag,multi_account_flag,risk_score,sar_label,country_risk_enc,segment_enc,txn_type_enc,industry_enc,amount_log,structuring_flag,high_value_flag,combined_alert_score,ml_risk_score,ml_alert,risk_tier
TXN000359,CUST1409,2024-04-10,Cash Withdrawal,5983.2,Germany,Low,Corporate,Import/Export,1,0,0,0,0,0,20,0,1,0,1,4,8.696877941555687,1,0,0,1.9,0,Low
TXN000360,CUST1441,2024-06-09,RTGS,5845.8,Singapore,Low,HNI,Finance,4,0,0,0,0,0,20,0,1,1,4,0,8.673649782015138,1,0,0,2.2,0,Low
TXN000361,CUST1300,2024-08-22,Cash Withdrawal,42115.25,Singapore,Low,Retail,Import/Export,2,0,0,0,0,0,15,0,1,2,1,4,10.648188930945356,0,0,0,0.3,0,Low
TXN000362,CUST1361,2024-02-13,NEFT,27948.66,Australia,Low,SME,Finance,2,0,0,0,0,0,15,0,1,3,3,0,10.238160313929649,0,0,0,0.1,0,Low
TXN000363,CUST1122,2024-07-10,Cash Deposit,27453.93,Australia,Low,SME,IT Services,2,0,0,0,0,0,15,0,1,3,0,3,10.22030103008306,0,0,0,0.3,0,Low
TXN000364,CUST1214,2024-08-04,SWIFT,57424.03,USA,Low,Corporate,Finance,4,0,0,0,0,0,15,0,1,0,5,0,10.958235549977712,0,0,0,0.5,0,Low
TXN000365,CUST1355,2024-09-07,Cash Deposit,8362.44,UK,Low,Corporate,Finance,2,0,0,0,0,0,20,0,1,0,0,0,9.03162510469632,1,0,0,3.1,0,Low
TXN000366,CUST1431,2024-07-02,Wire Transfer,22537.36,India,Low,HNI,Finance,4,0,0,0,0,0,15,0,1,1,6,0,10.022974025408066,0,0,0,0.2,0,Low
TXN000367,CUST1417,2024-11-30,NEFT,358113.5,Syria,High,HNI,Finance,20,0,1,0,0,1,100,1,0,1,3,0,12.788608046649593,0,1,2,100.0,1,High
TXN000368,CUST1115,2024-08-22,Crypto Exchange,397646.44,Yemen,High,SME,Real Estate,8,0,0,0,0,0,65,1,0,3,2,5,12.893321062542354,0,1,0,100.0,1,High
TXN000369,CUST1387,2024-08-13,RTGS,5087.8,Singapore,Low,Retail,Retail Trade,2,0,0,0,0,0,20,0,1,2,4,6,8.534797325364595,1,0,0,0.5,0,Low
TXN000370,CUST1052,2024-01-17,Crypto Exchange,13177.28,Germany,Low,Corporate,Import/Export,3,0,0,0,0,0,15,0,1,0,2,4,9.486325298781807,0,0,0,0.1,0,Low
TXN000371,CUST1418,2024-03-01,Crypto Exchange,6666.07,Japan,Low,Retail,Hospitality,2,0,0,0,0,0,20,0,1,2,2,2,8.804935762037967,1,0,0,0.6,0,Low
TXN000372,CUST1377,2024-11-08,RTGS,9372.11,Australia,Low,SME,Retail Trade,4,0,0,0,0,0,20,0,1,3,4,6,9.1456002305146,1,0,0,1.2,0,Low
TXN000373,CUST1071,2024-01-31,Cash Deposit,289526.36,USA,Low,Corporate,Retail Trade,15,0,0,0,0,0,30,1,1,0,0,6,12.576005079301629,0,1,0,98.9,1,High
TXN000374,CUST1460,2024-07-29,Crypto Exchange,19786.11,India,Low,Retail,Real Estate,3,0,0,0,0,0,15,0,1,2,2,5,9.892785994582526,0,0,0,0.1,0,Low
TXN000375,CUST1064,2024-12-30,Cash Deposit,2374.8,UK,Low,Corporate,Real Estate,2,0,0,0,0,0,0,0,1,0,0,5,7.77308950185544,0,0,0,0.1,0,Low
TXN000376,CUST1346,2024-10-22,Cash Deposit,186947.09,Australia,Low,HNI,Hospitality,3,0,0,0,0,0,15,0,1,1,0,2,12.138586263717606,0,1,0,4.6,0,Low
TXN000377,CUST1192,2024-02-17,RTGS,1791.8,Germany,Low,HNI,IT Services,5,0,0,0,0,0,15,0,1,1,4,3,7.491533922486717,0,0,0,0.4,0,Low
TXN000378,CUST1355,2024-06-16,SWIFT,1311.22,Singapore,Low,SME,Hospitality,1,0,0,0,0,0,0,0,1,3,5,2,7.179475638373653,0,0,0,0.1,0,Low
TXN000379,CUST1433,2024-11-21,SWIFT,46035.42,Australia,Low,Retail,Healthcare,3,0,0,0,0,0,15,0,1,2,5,1,10.737188101341577,0,0,0,0.3,0,Low
TXN000380,CUST1407,2024-04-18,SWIFT,26568.83,Germany,Low,HNI,Real Estate,3,0,0,0,0,0,15,0,1,1,5,5,10.18753164053994,0,0,0,0.1,0,Low
TXN000381,CUST1145,2024-03-07,NEFT,20664.65,Singapore,Low,SME,Finance,4,0,0,0,0,0,15,0,1,3,3,0,9.93622818060069,0,0,0,0.1,0,Low
TXN000382,CUST1457,2024-11-16,Wire Transfer,20796.05,Japan,Low,Retail,IT Services,4,0,0,0,0,0,15,0,1,2,6,3,9.942566428707943,0,0,0,0.2,0,Low
TXN000383,CUST1475,2024-01-01,SWIFT,242509.69,USA,Low,Corporate,Hospitality,14,0,1,0,0,0,50,1,1,0,5,2,12.398801070862298,0,1,1,100.0,1,High
TXN000384,CUST1190,2024-11-16,SWIFT,7955.59,UK,Low,Corporate,IT Services,2,0,0,0,0,0,20,0,1,0,5,3,8.98175579509258,1,0,0,2.2,0,Low
TXN000385,CUST1046,2024-09-01,Cash Deposit,2109.31,India,Low,Retail,IT Services,2,0,0,0,0,0,0,0,1,2,0,3,7.654590135109789,0,0,0,0.4,0,Low
TXN000386,CUST1265,2024-12-22,Wire Transfer,9078.89,UK,Low,HNI,IT Services,1,0,0,0,0,0,20,0,1,1,6,3,9.113817356984512,1,0,0,1.5,0,Low
TXN000387,CUST1216,2024-04-27,Wire Transfer,2934.4,Germany,Low,Corporate,Hospitality,1,0,0,0,0,0,0,0,1,0,6,2,7.984599009177098,0,0,0,0.2,0,Low
TXN000388,CUST1052,2024-06-02,Cash Withdrawal,34985.17,USA,Low,Retail,Import/Export,4,0,0,0,0,0,15,0,1,2,1,4,10.462708119524898,0,0,0,0.3,0,Low
TXN000389,CUST1385,2024-03-14,RTGS,6499.07,India,Low,Corporate,Healthcare,5,0,0,0,0,0,35,0,1,0,4,1,8.77956822505651,1,0,0,2.5,0,Low
TXN000390,CUST1312,2024-04-19,Cash Withdrawal,2349.02,Australia,Low,Corporate,Hospitality,2,0,0,0,0,0,0,0,1,0,1,2,7.7621791177402875,0,0,0,0.2,0,Low
TXN000391,CUST1315,2024-02-14,Cash Deposit,5003.64,India,Low,HNI,Retail Trade,2,0,0,0,0,0,20,0,1,1,0,6,8.518120761090445,1,0,0,3.2,0,Low
TXN000392,CUST1301,2024-06-10,SWIFT,15053.97,Japan,Low,HNI,Import/Export,2,0,0,0,0,0,15,0,1,1,5,4,9.619463448220392,0,0,0,0.2,0,Low
TXN000393,CUST1330,2024-11-03,NEFT,3478.7,Singapore,Low,Retail,Real Estate,5,0,0,0,0,0,15,0,1,2,3,5,8.15470136215594,0,0,0,0.2,0,Low
TXN000394,CUST1481,2024-12-03,Crypto Exchange,2360.6,UK,Low,Retail,Retail Trade,2,0,0,0,0,0,0,0,1,2,2,6,7.7670946344061536,0,0,0,0.1,0,Low
TXN000395,CUST1260,2024-05-31,SWIFT,11678.8,Australia,Low,Corporate,Healthcare,1,0,0,0,0,0,15,0,1,0,5,1,9.365616132947942,0,0,0,0.2,0,Low
TXN000396,CUST1406,2024-02-27,SWIFT,11701.24,USA,Low,Corporate,Hospitality,4,0,0,0,0,0,15,0,1,0,5,2,9.367535555452516,0,0,0,0.2,0,Low
TXN000397,CUST1036,2024-03-08,Cash Withdrawal,3787.97,Germany,Low,Retail,Import/Export,5,0,0,0,0,0,15,0,1,2,1,4,8.239849493330881,0,0,0,0.5,0,Low
TXN000398,CUST1279,2024-02-07,SWIFT,3997.57,India,Low,Corporate,Retail Trade,5,0,0,0,0,0,15,0,1,0,5,6,8.29369207618367,0,0,0,0.4,0,Low
TXN000399,CUST1134,2024-07-22,Wire Transfer,332856.81,Syria,High,Corporate,IT Services,18,0,0,1,0,0,85,1,0,0,6,3,12.715470680776408,0,1,1,100.0,1,High
TXN000400,CUST1158,2024-03-20,Cash Deposit,11476.71,Singapore,Low,Retail,Finance,3,0,0,0,0,0,15,0,1,2,0,0,9.348162172623388,0,0,0,0.3,0,Low
TXN000401,CUST1324,2024-08-11,RTGS,923.23,Australia,Low,Retail,Import/Export,2,0,0,0,0,0,0,0,1,2,4,4,6.828960958415719,0,0,0,0.1,0,Low
TXN000402,CUST1044,2024-11-09,SWIFT,189180.53,Australia,Low,HNI,IT Services,10,0,1,0,0,1,65,1,1,1,5,3,12.150462309270138,0,1,2,99.9,1,High
TXN000403,CUST1267,2024-03-05,Cash Withdrawal,981.23,Australia,Low,SME,Real Estate,3,0,0,0,0,0,0,0,1,3,1,5,6.8898254968161545,0,0,0,0.2,0,Low
TXN000404,CUST1060,2024-08-07,Crypto Exchange,2758.2,UK,Low,Retail,Import/Export,5,0,0,0,0,0,15,0,1,2,2,4,7.922696061622631,0,0,0,0.3,0,Low
TXN000405,CUST1364,2024-09-18,SWIFT,7247.36,UK,Low,Retail,Hospitality,10,0,1,1,0,0,75,1,1,2,5,2,8.888530515363529,1,0,2,99.6,1,High
TXN000406,CUST1260,2024-01-07,Crypto Exchange,5883.04,USA,Low,Retail,IT Services,1,0,0,0,0,0,20,0,1,2,2,3,8.679998879794754,1,0,0,0.8,0,Low
TXN000407,CUST1196,2024-01-19,Crypto Exchange,12917.8,Singapore,Low,Corporate,Real Estate,4,0,0,0,0,0,15,0,1,0,2,5,9.466438893766082,0,0,0,0.1,0,Low
TXN000408,CUST1127,2024-05-18,Cash Withdrawal,74089.89,Japan,Low,HNI,Healthcare,1,0,0,0,0,0,15,0,1,1,1,1,11.213047861755884,0,0,0,0.4,0,Low
TXN000409,CUST1061,2024-09-21,Cash Deposit,29333.62,India,Low,Retail,Real Estate,4,0,0,0,0,0,15,0,1,2,0,5,10.286523667466616,0,0,0,0.2,0,Low
TXN000410,CUST1238,2024-06-08,Crypto Exchange,7541.45,Myanmar,High,SME,Retail Trade,14,0,0,0,0,0,70,1,0,3,2,6,8.928302341909486,1,0,0,99.7,1,High
TXN000411,CUST1252,2024-05-05,NEFT,6374.7,USA,Low,Corporate,Healthcare,1,0,0,0,0,0,20,0,1,0,3,1,8.760249167920186,1,0,0,1.1,0,Low
TXN000412,CUST1012,2024-11-21,Cash Withdrawal,7875.21,Japan,Low,Corporate,Finance,1,0,0,0,0,0,20,0,1,0,1,0,8.971602102684411,1,0,0,3.5,0,Low
TXN000413,CUST1000,2024-06-06,RTGS,1801.2,India,Low,HNI,Retail Trade,2,0,0,0,0,0,0,0,1,1,4,6,7.496763419800937,0,0,0,0.1,0,Low
TXN000414,CUST1121,2024-03-13,Wire Transfer,7881.16,Australia,Low,HNI,Hospitality,3,0,0,0,0,0,20,0,1,1,6,2,8.97235725696531,1,0,0,1.8,0,Low
TXN000415,CUST1471,2024-07-30,NEFT,217621.39,India,Low,Corporate,Retail Trade,8,0,0,0,0,0,30,1,1,0,3,6,12.290516683891163,0,1,0,91.2,1,High
TXN000416,CUST1339,2024-05-13,Cash Withdrawal,466718.88,Somalia,High,Corporate,Real Estate,15,0,1,0,1,1,100,1,0,0,1,5,13.053484527988042,0,1,3,100.0,1,High
TXN000417,CUST1299,2024-03-25,Wire Transfer,5255.4,Germany,Low,Retail,Real Estate,4,0,0,0,0,0,20,0,1,2,6,5,8.567201660769483,1,0,0,0.8,0,Low
TXN000418,CUST1061,2024-08-19,Cash Deposit,13148.7,UK,Low,SME,Retail Trade,4,0,0,0,0,0,15,0,1,3,0,6,9.48415422365746,0,0,0,0.7,0,Low
TXN000419,CUST1061,2024-12-17,Crypto Exchange,2342.92,UK,Low,Retail,Real Estate,5,0,0,0,0,0,15,0,1,2,2,5,7.759580020421639,0,0,0,0.3,0,Low
TXN000420,CUST1427,2024-12-30,Wire Transfer,6456.23,Somalia,High,SME,Real Estate,14,0,1,0,1,0,100,1,0,3,6,5,8.772955712249166,1,0,2,100.0,1,High
TXN000421,CUST1383,2024-02-22,SWIFT,17659.33,Japan,Low,Corporate,IT Services,2,0,0,0,0,0,15,0,1,0,5,3,9.77907616028008,0,0,0,0.2,0,Low
TXN000422,CUST1031,2024-07-24,Cash Deposit,7966.01,Singapore,Low,Corporate,Real Estate,13,0,0,1,0,1,70,1,1,0,0,5,8.983064544557186,1,0,2,100.0,1,High
TXN000423,CUST1414,2024-06-18,Crypto Exchange,80749.61,India,Low,Corporate,IT Services,1,0,0,0,0,0,15,0,1,0,2,3,11.299120795235936,0,0,0,0.6,0,Low
TXN000424,CUST1025,2024-07-21,SWIFT,6883.34,Germany,Low,Corporate,Finance,1,0,0,0,0,0,20,0,1,0,5,0,8.837004546001388,1,0,0,2.5,0,Low
TXN000425,CUST1218,2024-04-05,Cash Deposit,14802.74,UK,Low,Corporate,Import/Export,3,0,0,0,0,0,15,0,1,0,0,4,9.60263513053096,0,0,0,0.2,0,Low
TXN000426,CUST1076,2024-11-11,NEFT,22815.97,USA,Low,Retail,Finance,3,0,0,0,0,0,15,0,1,2,3,0,10.035259836335573,0,0,0,0.1,0,Low
TXN000427,CUST1451,2024-05-23,Wire Transfer,4438.93,Germany,Low,HNI,IT Services,2,0,0,0,0,0,20,0,1,1,6,3,8.398393889536223,0,0,0,0.3,0,Low
TXN000428,CUST1329,2024-10-05,Crypto Exchange,11340.53,Japan,Low,Corporate,Healthcare,1,0,0,0,0,0,15,0,1,0,2,1,9.336226488815694,0,0,0,0.1,0,Low
TXN000429,CUST1400,2024-09-05,NEFT,8257.59,UK,Low,SME,Hospitality,5,0,0,0,0,0,35,0,1,3,3,2,9.019009149764571,1,0,0,3.0,0,Low
TXN000430,CUST1198,2024-06-12,Wire Transfer,9381.68,Singapore,Low,SME,Real Estate,2,0,0,0,0,0,20,0,1,3,6,5,9.14662071547743,1,0,0,2.0,0,Low
TXN000431,CUST1415,2024-08-29,Crypto Exchange,395078.98,USA,Low,SME,IT Services,8,0,1,1,0,0,70,1,1,3,2,3,12.886843504399403,0,1,2,99.9,1,High
TXN000432,CUST1391,2024-07-17,Crypto Exchange,2541.44,UK,Low,Corporate,Finance,2,0,0,0,0,0,0,0,1,0,2,0,7.8408795288242,0,0,0,0.2,0,Low
TXN000433,CUST1303,2024-12-23,RTGS,7753.0,UK,Low,SME,Retail Trade,9,0,0,1,0,0,55,1,1,3,4,6,8.955964118230874,1,0,1,99.0,1,High
TXN000434,CUST1158,2024-02-16,Wire Transfer,8406.54,India,Low,Corporate,Hospitality,2,0,0,0,0,0,20,0,1,0,6,2,9.03688420125996,1,0,0,2.4,0,Low
TXN000435,CUST1010,2024-11-10,Cash Withdrawal,17102.8,USA,Low,HNI,IT Services,2,0,0,0,0,0,15,0,1,1,1,3,9.747055940025273,0,0,0,0.3,0,Low
TXN000436,CUST1090,2024-03-16,Wire Transfer,71447.3,Singapore,Low,SME,IT Services,2,0,0,0,0,0,15,0,1,3,6,3,11.176729390212817,0,0,0,0.3,0,Low
TXN000437,CUST1433,2024-12-26,Cash Withdrawal,34163.27,Australia,Low,SME,IT Services,4,0,0,0,0,0,15,0,1,3,1,3,10.438935640090657,0,0,0,0.3,0,Low
TXN000438,CUST1172,2024-03-21,Cash Deposit,200000.0,Australia,Low,SME,Import/Export,4,1,0,0,0,0,20,0,1,3,0,4,12.206077645517674,0,1,0,2.7,0,Low
TXN000439,CUST1491,2024-03-30,Cash Withdrawal,2563.12,Australia,Low,HNI,Healthcare,5,0,0,0,0,0,15,0,1,1,1,1,7.849370618817462,0,0,0,0.7,0,Low
TXN000440,CUST1475,2024-10-28,RTGS,29985.85,Japan,Low,SME,Real Estate,2,0,0,0,0,0,15,0,1,3,4,5,10.30851423121482,0,0,0,0.1,0,Low
TXN000441,CUST1375,2024-01-01,Cash Deposit,10668.1,Australia,Low,SME,Real Estate,5,0,0,0,0,0,30,0,1,3,0,5,9.275106992097204,0,0,0,3.0,0,Low
TXN000442,CUST1394,2024-06-11,NEFT,200000.0,Japan,Low,Retail,Real Estate,5,1,0,0,0,0,35,0,1,2,3,5,12.206077645517674,0,1,0,2.2,0,Low
TXN000443,CUST1289,2024-06-18,Cash Deposit,2410.41,Australia,Low,Retail,Hospitality,1,0,0,0,0,0,0,0,1,2,0,2,7.787966917643177,0,0,0,0.2,0,Low
TXN000444,CUST1163,2024-12-28,Wire Transfer,2299.43,Australia,Low,Corporate,Healthcare,3,0,0,0,0,0,0,0,1,0,6,1,7.740851340964787,0,0,0,0.1,0,Low
TXN000445,CUST1135,2024-02-04,RTGS,3297.47,UK,Low,Corporate,Real Estate,3,0,0,0,0,0,0,0,1,0,4,5,8.101214003578363,0,0,0,0.1,0,Low
TXN000446,CUST1368,2024-08-12,SWIFT,335.01,Australia,Low,Retail,IT Services,4,0,0,0,0,0,0,0,1,2,5,3,5.817140921425089,0,0,0,0.1,0,Low
TXN000447,CUST1452,2024-06-28,SWIFT,3682.57,Singapore,Low,HNI,Hospitality,4,0,0,0,0,0,0,0,1,1,5,2,8.211637669607294,0,0,0,0.1,0,Low
TXN000448,CUST1245,2024-02-07,SWIFT,65035.75,North Korea,High,Corporate,Real Estate,8,0,1,1,0,0,100,1,0,0,5,5,11.082707773723495,0,0,2,100.0,1,High
TXN000449,CUST1459,2024-11-10,NEFT,2594.89,Germany,Low,Retail,Import/Export,1,0,0,0,0,0,0,0,1,2,3,4,7.861684704044869,0,0,0,0.1,0,Low
TXN000450,CUST1334,2024-03-21,SWIFT,10153.67,India,Low,Corporate,Finance,1,0,0,0,0,0,15,0,1,0,5,0,9.225688977179232,0,0,0,0.1,0,Low
TXN000451,CUST1498,2024-10-10,RTGS,13529.58,Australia,Low,Corporate,Hospitality,5,0,0,0,0,0,30,0,1,0,4,2,9.512707587947444,0,0,0,0.2,0,Low
TXN000452,CUST1144,2024-01-26,Wire Transfer,135165.64,Germany,Low,SME,Real Estate,5,0,0,0,0,0,30,0,1,3,6,5,11.814263666582177,0,1,0,11.9,0,Low
TXN000453,CUST1251,2024-01-02,Cash Withdrawal,33712.9,Germany,Low,Corporate,IT Services,1,0,0,0,0,0,15,0,1,0,1,3,10.425665494209023,0,0,0,0.2,0,Low
TXN000454,CUST1338,2024-01-14,Wire Transfer,3410.6,USA,Low,HNI,Real Estate,2,0,0,0,0,0,0,0,1,1,6,5,8.134936668444954,0,0,0,0.2,0,Low
TXN000455,CUST1500,2024-02-29,Crypto Exchange,2105.65,UK,Low,Retail,Hospitality,4,0,0,0,0,0,0,0,1,2,2,2,7.652854287049093,0,0,0,0.1,0,Low
TXN000456,CUST1458,2024-10-05,RTGS,16947.55,Germany,Low,SME,IT Services,2,0,0,0,0,0,15,0,1,3,4,3,9.73793756342664,0,0,0,0.1,0,Low
TXN000457,CUST1195,2024-01-23,SWIFT,1118.4,UK,Low,SME,Real Estate,4,0,0,0,0,0,0,0,1,3,5,5,7.02054810645726,0,0,0,0.1,0,Low
TXN000458,CUST1115,2024-03-18,Wire Transfer,126397.65,Japan,Low,SME,Finance,1,0,0,0,0,0,15,0,1,3,6,0,11.747196080258112,0,1,0,2.3,0,Low
TXN000459,CUST1176,2024-04-26,NEFT,428358.72,Germany,Low,HNI,Retail Trade,20,0,0,1,0,0,50,1,1,1,3,6,12.967718588858794,0,1,1,100.0,1,High
TXN000460,CUST1017,2024-08-17,Crypto Exchange,47532.08,USA,Low,Corporate,IT Services,2,0,0,0,0,0,15,0,1,0,2,3,10.769181168686753,0,0,0,0.1,0,Low
TXN000461,CUST1413,2024-08-04,Wire Transfer,4008.76,India,Low,Corporate,Real Estate,4,0,0,0,0,0,20,0,1,0,6,5,8.296486668135445,0,0,0,0.1,0,Low
TXN000462,CUST1421,2024-05-12,NEFT,620.36,UK,Low,Corporate,Retail Trade,1,0,0,0,0,0,0,0,1,0,3,6,6.431910624111392,0,0,0,0.1,0,Low
TXN000463,CUST1284,2024-05-21,Cash Withdrawal,462722.86,Somalia,High,HNI,Finance,18,0,1,1,0,0,100,1,0,1,1,0,13.044885740455559,0,1,2,100.0,1,High
TXN000464,CUST1051,2024-02-21,Crypto Exchange,61747.49,Japan,Low,Retail,Finance,3,0,0,0,0,0,15,0,1,2,2,0,11.030824800749938,0,0,0,3.1,0,Low
TXN000465,CUST1450,2024-07-15,Cash Withdrawal,6823.93,Australia,Low,SME,Hospitality,4,0,0,0,0,0,20,0,1,3,1,2,8.828337363590308,1,0,0,1.2,0,Low
TXN000466,CUST1242,2024-07-25,Cash Withdrawal,51881.86,USA,Low,Retail,Real Estate,5,0,0,0,0,0,30,0,1,2,1,5,10.856743764127584,0,0,0,0.3,0,Low
TXN000467,CUST1355,2024-06-18,SWIFT,741.27,Australia,Low,HNI,IT Services,2,0,0,0,0,0,0,0,1,1,5,3,6.609713058380216,0,0,0,0.1,0,Low
TXN000468,CUST1243,2024-06-21,Wire Transfer,186374.73,Syria,High,SME,Import/Export,8,0,0,1,0,0,85,1,0,3,6,4,12.135519968893709,0,1,1,99.5,1,High
TXN000469,CUST1164,2024-11-05,SWIFT,3297.56,Australia,Low,SME,Healthcare,1,0,0,0,0,0,0,0,1,3,5,1,8.101241288583891,0,0,0,0.1,0,Low
TXN000470,CUST1108,2024-09-21,SWIFT,8167.07,Japan,Low,HNI,Healthcare,3,0,0,0,0,0,20,0,1,1,5,1,9.007987929837162,1,0,0,1.5,0,Low
TXN000471,CUST1263,2024-12-29,Cash Withdrawal,8694.72,Singapore,Low,Corporate,IT Services,4,0,0,0,0,0,20,0,1,0,1,3,9.070586229570605,1,0,0,1.5,0,Low
TXN000472,CUST1435,2024-04-12,Cash Deposit,162270.62,North Korea,High,Retail,Real Estate,11,0,1,0,0,0,85,1,0,2,0,5,11.997026876844814,0,1,1,100.0,1,High
TXN000473,CUST1015,2024-10-31,SWIFT,482234.17,Yemen,High,Corporate,Import/Export,16,0,1,0,0,0,85,1,0,0,5,4,13.086187178610322,0,1,1,100.0,1,High
TXN000474,CUST1014,2024-10-19,Cash Deposit,146443.36,Myanmar,High,HNI,IT Services,11,0,1,0,1,0,100,1,0,1,0,3,11.894400840076944,0,1,2,100.0,1,High
TXN000475,CUST1004,2024-03-29,RTGS,4125.33,Singapore,Low,HNI,Real Estate,1,0,0,0,0,0,20,0,1,1,4,5,8.32514367104368,0,0,0,0.0,0,Low
TXN000476,CUST1311,2024-11-25,RTGS,20625.32,UK,Low,SME,Healthcare,4,0,0,0,0,0,15,0,1,3,4,1,9.93432320915497,0,0,0,0.1,0,Low
TXN000477,CUST1436,2024-04-21,Cash Withdrawal,1633.65,Germany,Low,SME,Hospitality,3,0,0,0,0,0,0,0,1,3,1,2,7.399183993137396,0,0,0,0.2,0,Low
TXN000478,CUST1422,2024-01-04,Wire Transfer,6544.83,Singapore,Low,HNI,Finance,3,0,0,0,0,0,20,0,1,1,6,0,8.786583484665847,1,0,0,5.7,0,Low
TXN000479,CUST1304,2024-02-25,RTGS,9705.46,Germany,Low,SME,Import/Export,1,0,0,0,0,0,20,0,1,3,4,4,9.18054692220706,1,0,0,1.0,0,Low
TXN000480,CUST1141,2024-05-13,Cash Withdrawal,17529.81,Australia,Low,SME,Retail Trade,3,0,0,0,0,0,15,0,1,3,1,6,9.77171518335093,0,0,0,0.2,0,Low
TXN000481,CUST1264,2024-11-03,Crypto Exchange,23562.75,Germany,Low,Corporate,IT Services,3,0,0,0,0,0,15,0,1,0,2,3,10.067464793181122,0,0,0,0.1,0,Low
TXN000482,CUST1369,2024-05-31,SWIFT,1499.72,UK,Low,Retail,Healthcare,4,0,0,0,0,0,0,0,1,2,5,1,7.313700271927152,0,0,0,0.1,0,Low
TXN000483,CUST1377,2024-10-19,RTGS,811.45,Japan,Low,Retail,Finance,2,0,0,0,0,0,0,0,1,2,4,0,6.700054373848785,0,0,0,0.2,0,Low
TXN000484,CUST1365,2024-11-22,NEFT,55078.53,Japan,Low,Corporate,Healthcare,4,0,0,0,0,0,15,0,1,0,3,1,10.916533419763338,0,0,0,0.7,0,Low
TXN000485,CUST1343,2024-03-28,Cash Withdrawal,13339.32,Japan,Low,SME,Finance,5,0,0,0,0,0,30,0,1,3,1,0,9.498546307187905,0,0,0,0.6,0,Low
TXN000486,CUST1049,2024-05-12,RTGS,2636.67,Australia,Low,HNI,Real Estate,5,0,0,0,0,0,15,0,1,1,4,5,7.877651230683493,0,0,0,0.3,0,Low
TXN000487,CUST1093,2024-04-23,Wire Transfer,83010.96,UK,Low,SME,Healthcare,2,0,0,0,0,0,15,0,1,3,6,1,11.32673997278339,0,0,0,0.5,0,Low
TXN000488,CUST1157,2024-07-09,Cash Withdrawal,9638.41,UK,Low,HNI,Retail Trade,5,0,0,0,0,0,35,0,1,1,1,6,9.173615182412089,1,0,0,4.1,0,Low
TXN000489,CUST1435,2024-11-20,Wire Transfer,47521.89,Singapore,Low,Retail,Hospitality,5,0,0,0,0,0,30,0,1,2,6,2,10.768966768685594,0,0,0,0.3,0,Low
TXN000490,CUST1036,2024-03-02,NEFT,8966.74,Japan,Low,HNI,Real Estate,4,0,0,0,0,0,20,0,1,1,3,5,9.101388972360267,1,0,0,0.6,0,Low
TXN000491,CUST1211,2024-03-18,Crypto Exchange,178282.01,USA,Low,Retail,Retail Trade,2,0,0,0,0,0,15,0,1,2,2,6,12.091127510471926,0,1,0,6.1,0,Low
TXN000492,CUST1291,2024-04-02,Cash Withdrawal,112759.36,Japan,Low,HNI,Real Estate,1,0,0,0,0,0,15,0,1,1,1,5,11.633020137844449,0,1,0,2.1,0,Low
TXN000493,CUST1323,2024-01-30,RTGS,5577.82,India,Low,Corporate,Import/Export,4,0,0,0,0,0,20,0,1,0,4,4,8.626732563478472,1,0,0,0.8,0,Low
TXN000494,CUST1389,2024-03-22,Crypto Exchange,34799.43,Germany,Low,Corporate,Finance,1,0,0,0,0,0,15,0,1,0,2,0,10.457385022008067,0,0,0,0.3,0,Low
TXN000495,CUST1222,2024-09-01,SWIFT,4707.45,North Korea,High,HNI,Hospitality,5,0,0,0,0,1,85,1,0,1,5,2,8.457114045800605,1,0,1,98.5,1,High
TXN000496,CUST1375,2024-06-25,RTGS,5064.79,North Korea,High,Corporate,Real Estate,10,0,1,1,0,0,100,1,0,0,4,5,8.530265376879688,1,0,2,100.0,1,High
TXN000497,CUST1268,2024-03-09,RTGS,21334.14,UK,Low,SME,Hospitality,4,0,0,0,0,0,15,0,1,3,4,2,9.968110757587915,0,0,0,0.1,0,Low
TXN000498,CUST1096,2024-01-10,SWIFT,63129.75,USA,Low,Corporate,Retail Trade,2,0,0,0,0,0,15,0,1,0,5,6,11.05296325153821,0,0,0,0.2,0,Low
TXN000499,CUST1067,2024-10-28,Wire Transfer,1905.72,Singapore,Low,Corporate,Healthcare,2,0,0,0,0,0,0,0,1,0,6,1,7.553139767342496,0,0,0,0.1,0,Low
TXN000500,CUST1364,2024-05-10,RTGS,330410.65,India,Low,Retail,Hospitality,8,0,0,1,0,0,50,1,1,2,4,2,12.708094580297887,0,1,1,100.0,1,High
TXN000501,CUST1280,2024-03-19,RTGS,22676.34,USA,Low,SME,Hospitality,1,0,0,0,0,0,15,0,1,3,4,2,10.029121467012772,0,0,0,0.1,0,Low
TXN000502,CUST1338,2024-05-18,NEFT,39641.69,Singapore,Low,Retail,Healthcare,5,0,0,0,0,0,30,0,1,2,3,1,10.587661846888208,0,0,0,0.3,0,Low
TXN000503,CUST1214,2024-11-12,RTGS,579.34,India,Low,Retail,Finance,3,0,0,0,0,0,0,0,1,2,4,0,6.363614138684873,0,0,0,0.2,0,Low
TXN000504,CUST1054,2024-04-12,NEFT,424174.47,UK,Low,HNI,Real Estate,18,0,1,1,0,1,85,1,1,1,3,5,12.957902492943767,0,1,3,100.0,1,High
